wl,S001,R001,S002,S003
516.894544,2257.714286,2257.714286,2257.714286,2257.714286
517.342075,2256.714286,2256.714286,2256.714286,2256.714286
517.789590,2257.000000,2257.000000,2257.000000,2257.000000
518.237088,2261.857143,2261.857143,2261.857143,2261.857143
518.684569,2260.714286,2260.714286,2260.714286,2260.714286
519.132034,2256.571429,2256.571429,2256.571429,2256.571429
519.579482,2252.857143,2252.857143,2252.857143,2252.857143
520.026913,2249.857143,2249.857143,2249.857143,2249.857143
520.474328,2248.857143,2248.857143,2248.857143,2248.857143
520.921726,2253.714286,2253.714286,2253.714286,2253.714286
521.369108,2245.428571,2245.428571,2245.428571,2245.428571
521.816472,2249.571429,2249.571429,2249.571429,2249.571429
522.263821,2250.285714,2250.285714,2250.285714,2250.285714
522.711152,2257.285714,2257.285714,2257.285714,2257.285714
523.158467,2262.571429,2262.571429,2262.571429,2262.571429
523.605765,2262.428571,2262.428571,2262.428571,2262.428571
524.053046,2265.142857,2265.142857,2265.142857,2265.142857
524.500311,2268.857143,2268.857143,2268.857143,2268.857143
524.947559,2267.571429,2267.571429,2267.571429,2267.571429
525.394790,2267.142857,2267.142857,2267.142857,2267.142857
525.842005,2263.857143,2263.857143,2263.857143,2263.857143
526.289202,2264.142857,2264.142857,2264.142857,2264.142857
526.736383,2264.857143,2264.857143,2264.857143,2264.857143
527.183547,2264.428571,2264.428571,2264.428571,2264.428571
527.630695,2271.714286,2271.714286,2271.714286,2271.714286
528.077825,2273.428571,2273.428571,2273.428571,2273.428571
528.524939,2274.714286,2274.714286,2274.714286,2274.714286
528.972036,2283.428571,2283.428571,2283.428571,2283.428571
529.419116,2282.857143,2282.857143,2282.857143,2282.857143
529.866180,2285.571429,2285.571429,2285.571429,2285.571429
530.313226,2281.285714,2281.285714,2281.285714,2281.285714
530.760256,2275.000000,2275.000000,2275.000000,2275.000000
531.207269,2270.857143,2270.857143,2270.857143,2270.857143
531.654265,2272.571429,2272.571429,2272.571429,2272.571429
532.101244,2263.857143,2263.857143,2263.857143,2263.857143
532.548206,2270.857143,2270.857143,2270.857143,2270.857143
532.995151,2275.428571,2275.428571,2275.428571,2275.428571
533.442080,2272.857143,2272.857143,2272.857143,2272.857143
533.888991,2269.142857,2269.142857,2269.142857,2269.142857
534.335886,2275.571429,2275.571429,2275.571429,2275.571429
534.782764,2283.000000,2283.000000,2283.000000,2283.000000
535.229624,2293.571429,2293.571429,2293.571429,2293.571429
535.676468,2297.142857,2297.142857,2297.142857,2297.142857
536.123295,2309.000000,2309.000000,2309.000000,2309.000000
536.570105,2338.714286,2338.714286,2338.714286,2338.714286
537.016898,2392.428571,2392.428571,2392.428571,2392.428571
537.463674,2475.714286,2475.714286,2475.714286,2475.714286
537.910433,2618.714286,2618.714286,2618.714286,2618.714286
538.357175,2857.571429,2857.571429,2857.571429,2857.571429
538.803900,3241.571429,3241.571429,3241.571429,3241.571429
539.250608,3810.714286,3810.714286,3810.714286,3810.714286
539.697299,4632.142857,4632.142857,4632.142857,4632.142857
540.143973,5761.714286,5761.714286,5761.714286,5761.714286
540.590630,7273.714286,7273.714286,7273.714286,7273.714286
541.037270,9208.285714,9208.285714,9208.285714,9208.285714
541.483893,11633.142857,11633.142857,11633.142857,11633.142857
541.930498,14639.857143,14639.857143,14639.857143,14639.857143
542.377087,18381.000000,18381.000000,18381.000000,18381.000000
542.823659,23169.000000,23169.000000,23169.000000,23169.000000
543.270213,28705.142857,28705.142857,28705.142857,28705.142857
543.716751,34214.142857,34214.142857,34214.142857,34214.142857
544.163271,39371.428571,39371.428571,39371.428571,39371.428571
544.609774,43756.285714,43756.285714,43756.285714,43756.285714
545.056260,47080.857143,47080.857143,47080.857143,47080.857143
545.502729,48836.000000,48836.000000,48836.000000,48836.000000
545.949181,48275.857143,48275.857143,48275.857143,48275.857143
546.395616,45757.285714,45757.285714,45757.285714,45757.285714
546.842033,42215.714286,42215.714286,42215.714286,42215.714286
547.288434,38045.428571,38045.428571,38045.428571,38045.428571
547.734817,33590.142857,33590.142857,33590.142857,33590.142857
548.181183,29068.428571,29068.428571,29068.428571,29068.428571
548.627532,24723.428571,24723.428571,24723.428571,24723.428571
549.073863,21055.857143,21055.857143,21055.857143,21055.857143
549.520178,18061.285714,18061.285714,18061.285714,18061.285714
549.966475,15568.857143,15568.857143,15568.857143,15568.857143
550.412755,13475.142857,13475.142857,13475.142857,13475.142857
550.859018,11767.142857,11767.142857,11767.142857,11767.142857
551.305263,10386.142857,10386.142857,10386.142857,10386.142857
551.751491,9407.428571,9407.428571,9407.428571,9407.428571
552.197702,8690.571429,8690.571429,8690.571429,8690.571429
552.643896,8108.000000,8108.000000,8108.000000,8108.000000
553.090072,7590.571429,7590.571429,7590.571429,7590.571429
553.536231,7107.285714,7107.285714,7107.285714,7107.285714
553.982373,6667.428571,6667.428571,6667.428571,6667.428571
554.428497,6251.857143,6251.857143,6251.857143,6251.857143
554.874605,5872.285714,5872.285714,5872.285714,5872.285714
555.320694,5547.857143,5547.857143,5547.857143,5547.857143
555.766767,5290.285714,5290.285714,5290.285714,5290.285714
556.212822,5087.714286,5087.714286,5087.714286,5087.714286
556.658860,4950.142857,4950.142857,4950.142857,4950.142857
557.104880,4842.000000,4842.000000,4842.000000,4842.000000
557.550883,4788.142857,4788.142857,4788.142857,4788.142857
557.996869,4742.000000,4742.000000,4742.000000,4742.000000
558.442837,4693.571429,4693.571429,4693.571429,4693.571429
558.888788,4643.285714,4643.285714,4643.285714,4643.285714
559.334722,4578.428571,4578.428571,4578.428571,4578.428571
559.780638,4489.285714,4489.285714,4489.285714,4489.285714
560.226537,4398.857143,4398.857143,4398.857143,4398.857143
560.672418,4290.571429,4290.571429,4290.571429,4290.571429
561.118282,4198.857143,4198.857143,4198.857143,4198.857143
561.564128,4093.285714,4093.285714,4093.285714,4093.285714
562.009957,3961.571429,3961.571429,3961.571429,3961.571429
562.455768,3816.285714,3816.285714,3816.285714,3816.285714
562.901562,3657.857143,3657.857143,3657.857143,3657.857143
563.347339,3482.285714,3482.285714,3482.285714,3482.285714
563.793098,3285.571429,3285.571429,3285.571429,3285.571429
564.238839,3089.142857,3089.142857,3089.142857,3089.142857
564.684563,2914.285714,2914.285714,2914.285714,2914.285714
565.130270,2770.000000,2770.000000,2770.000000,2770.000000
565.575959,2663.142857,2663.142857,2663.142857,2663.142857
566.021630,2593.000000,2593.000000,2593.000000,2593.000000
566.467284,2552.714286,2552.714286,2552.714286,2552.714286
566.912920,2541.571429,2541.571429,2541.571429,2541.571429
567.358539,2540.000000,2540.000000,2540.000000,2540.000000
567.804140,2545.428571,2545.428571,2545.428571,2545.428571
568.249723,2560.857143,2560.857143,2560.857143,2560.857143
568.695289,2588.428571,2588.428571,2588.428571,2588.428571
569.140838,2639.142857,2639.142857,2639.142857,2639.142857
569.586369,2722.142857,2722.142857,2722.142857,2722.142857
570.031882,2848.571429,2848.571429,2848.571429,2848.571429
570.477377,3027.428571,3027.428571,3027.428571,3027.428571
570.922855,3293.428571,3293.428571,3293.428571,3293.428571
571.368315,3682.571429,3682.571429,3682.571429,3682.571429
571.813758,4220.285714,4220.285714,4220.285714,4220.285714
572.259183,4940.142857,4940.142857,4940.142857,4940.142857
572.704590,5858.714286,5858.714286,5858.714286,5858.714286
573.149980,7044.857143,7044.857143,7044.857143,7044.857143
573.595352,8629.142857,8629.142857,8629.142857,8629.142857
574.040706,10536.000000,10536.000000,10536.000000,10536.000000
574.486042,12596.714286,12596.714286,12596.714286,12596.714286
574.931361,14679.428571,14679.428571,14679.428571,14679.428571
575.376662,16783.285714,16783.285714,16783.285714,16783.285714
575.821946,18935.714286,18935.714286,18935.714286,18935.714286
576.267211,20813.428571,20813.428571,20813.428571,20813.428571
576.712459,22073.714286,22073.714286,22073.714286,22073.714286
577.157689,22679.142857,22679.142857,22679.142857,22679.142857
577.602901,22783.142857,22783.142857,22783.142857,22783.142857
578.048096,22490.285714,22490.285714,22490.285714,22490.285714
578.493273,21679.714286,21679.714286,21679.714286,21679.714286
578.938432,20237.857143,20237.857143,20237.857143,20237.857143
579.383573,18494.857143,18494.857143,18494.857143,18494.857143
579.828696,16732.857143,16732.857143,16732.857143,16732.857143
580.273802,15067.285714,15067.285714,15067.285714,15067.285714
580.718889,13509.142857,13509.142857,13509.142857,13509.142857
581.163959,12031.285714,12031.285714,12031.285714,12031.285714
581.609011,10747.857143,10747.857143,10747.857143,10747.857143
582.054046,9733.428571,9733.428571,9733.428571,9733.428571
582.499062,8903.428571,8903.428571,8903.428571,8903.428571
582.944060,8166.714286,8166.714286,8166.714286,8166.714286
583.389041,7503.714286,7503.714286,7503.714286,7503.714286
583.834004,6893.714286,6893.714286,6893.714286,6893.714286
584.278948,6363.142857,6363.142857,6363.142857,6363.142857
584.723875,5904.142857,5904.142857,5904.142857,5904.142857
585.168784,5499.142857,5499.142857,5499.142857,5499.142857
585.613675,5144.285714,5144.285714,5144.285714,5144.285714
586.058548,4866.428571,4866.428571,4866.428571,4866.428571
586.503403,4644.000000,4644.000000,4644.000000,4644.000000
586.948241,4455.285714,4455.285714,4455.285714,4455.285714
587.393060,4297.571429,4297.571429,4297.571429,4297.571429
587.837861,4150.142857,4150.142857,4150.142857,4150.142857
588.282645,4009.000000,4009.000000,4009.000000,4009.000000
588.727410,3878.000000,3878.000000,3878.000000,3878.000000
589.172157,3752.142857,3752.142857,3752.142857,3752.142857
589.616886,3633.285714,3633.285714,3633.285714,3633.285714
590.061598,3523.857143,3523.857143,3523.857143,3523.857143
590.506291,3425.857143,3425.857143,3425.857143,3425.857143
590.950966,3336.571429,3336.571429,3336.571429,3336.571429
591.395624,3258.142857,3258.142857,3258.142857,3258.142857
591.840263,3199.000000,3199.000000,3199.000000,3199.000000
592.284884,3134.285714,3134.285714,3134.285714,3134.285714
592.729487,3086.428571,3086.428571,3086.428571,3086.428571
593.174072,3048.714286,3048.714286,3048.714286,3048.714286
593.618639,3013.857143,3013.857143,3013.857143,3013.857143
594.063187,2983.142857,2983.142857,2983.142857,2983.142857
594.507718,2951.428571,2951.428571,2951.428571,2951.428571
594.952231,2914.428571,2914.428571,2914.428571,2914.428571
595.396725,2871.285714,2871.285714,2871.285714,2871.285714
595.841202,2824.142857,2824.142857,2824.142857,2824.142857
596.285660,2767.285714,2767.285714,2767.285714,2767.285714
596.730100,2714.285714,2714.285714,2714.285714,2714.285714
597.174522,2651.285714,2651.285714,2651.285714,2651.285714
597.618925,2595.714286,2595.714286,2595.714286,2595.714286
598.063311,2543.571429,2543.571429,2543.571429,2543.571429
598.507678,2503.428571,2503.428571,2503.428571,2503.428571
598.952028,2469.000000,2469.000000,2469.000000,2469.000000
599.396359,2452.428571,2452.428571,2452.428571,2452.428571
599.840671,2430.857143,2430.857143,2430.857143,2430.857143
600.284966,2425.285714,2425.285714,2425.285714,2425.285714
600.729242,2417.714286,2417.714286,2417.714286,2417.714286
601.173501,2417.285714,2417.285714,2417.285714,2417.285714
601.617740,2412.714286,2412.714286,2412.714286,2412.714286
602.061962,2401.857143,2401.857143,2401.857143,2401.857143
602.506165,2392.428571,2392.428571,2392.428571,2392.428571
602.950351,2383.571429,2383.571429,2383.571429,2383.571429
603.394517,2369.142857,2369.142857,2369.142857,2369.142857
603.838666,2369.428571,2369.428571,2369.428571,2369.428571
604.282796,2360.571429,2360.571429,2360.571429,2360.571429
604.726908,2359.000000,2359.000000,2359.000000,2359.000000
605.171002,2362.000000,2362.000000,2362.000000,2362.000000
605.615077,2358.571429,2358.571429,2358.571429,2358.571429
606.059134,2359.000000,2359.000000,2359.000000,2359.000000
606.503173,2365.428571,2365.428571,2365.428571,2365.428571
606.947193,2368.142857,2368.142857,2368.142857,2368.142857
607.391195,2372.285714,2372.285714,2372.285714,2372.285714
607.835179,2379.714286,2379.714286,2379.714286,2379.714286
608.279144,2377.142857,2377.142857,2377.142857,2377.142857
608.723091,2373.142857,2373.142857,2373.142857,2373.142857
609.167019,2375.857143,2375.857143,2375.857143,2375.857143
609.610929,2373.285714,2373.285714,2373.285714,2373.285714
610.054821,2356.428571,2356.428571,2356.428571,2356.428571
610.498694,2351.714286,2351.714286,2351.714286,2351.714286
610.942549,2341.714286,2341.714286,2341.714286,2341.714286
611.386385,2347.571429,2347.571429,2347.571429,2347.571429
611.830203,2348.000000,2348.000000,2348.000000,2348.000000
612.274003,2346.142857,2346.142857,2346.142857,2346.142857
612.717784,2345.285714,2345.285714,2345.285714,2345.285714
613.161546,2354.857143,2354.857143,2354.857143,2354.857143
613.605290,2350.857143,2350.857143,2350.857143,2350.857143
614.049016,2353.142857,2353.142857,2353.142857,2353.142857
614.492723,2340.857143,2340.857143,2340.857143,2340.857143
614.936411,2331.285714,2331.285714,2331.285714,2331.285714
615.380081,2323.571429,2323.571429,2323.571429,2323.571429
615.823733,2311.857143,2311.857143,2311.857143,2311.857143
616.267366,2304.714286,2304.714286,2304.714286,2304.714286
616.710980,2298.285714,2298.285714,2298.285714,2298.285714
617.154576,2294.285714,2294.285714,2294.285714,2294.285714
617.598153,2290.714286,2290.714286,2290.714286,2290.714286
618.041712,2294.571429,2294.571429,2294.571429,2294.571429
618.485252,2298.142857,2298.142857,2298.142857,2298.142857
618.928774,2302.285714,2302.285714,2302.285714,2302.285714
619.372277,2298.857143,2298.857143,2298.857143,2298.857143
619.815761,2302.571429,2302.571429,2302.571429,2302.571429
620.259227,2297.142857,2297.142857,2297.142857,2297.142857
620.702674,2292.000000,2292.000000,2292.000000,2292.000000
621.146103,2288.428571,2288.428571,2288.428571,2288.428571
621.589513,2281.571429,2281.571429,2281.571429,2281.571429
622.032904,2279.142857,2279.142857,2279.142857,2279.142857
622.476277,2276.714286,2276.714286,2276.714286,2276.714286
622.919631,2275.000000,2275.000000,2275.000000,2275.000000
623.362966,2277.428571,2277.428571,2277.428571,2277.428571
623.806283,2274.857143,2274.857143,2274.857143,2274.857143
624.249581,2275.571429,2275.571429,2275.571429,2275.571429
624.692860,2273.142857,2273.142857,2273.142857,2273.142857
625.136120,2271.714286,2271.714286,2271.714286,2271.714286
625.579362,2268.857143,2268.857143,2268.857143,2268.857143
626.022585,2263.285714,2263.285714,2263.285714,2263.285714
626.465789,2257.428571,2257.428571,2257.428571,2257.428571
626.908975,2261.714286,2261.714286,2261.714286,2261.714286
627.352142,2255.285714,2255.285714,2255.285714,2255.285714
627.795290,2252.714286,2252.714286,2252.714286,2252.714286
628.238419,2254.857143,2254.857143,2254.857143,2254.857143
628.681530,2256.285714,2256.285714,2256.285714,2256.285714
629.124621,2257.571429,2257.571429,2257.571429,2257.571429
629.567694,2261.428571,2261.428571,2261.428571,2261.428571
630.010749,2259.857143,2259.857143,2259.857143,2259.857143
630.453784,2260.428571,2260.428571,2260.428571,2260.428571
630.896800,2264.000000,2264.000000,2264.000000,2264.000000
631.339798,2261.428571,2261.428571,2261.428571,2261.428571
631.782777,2261.571429,2261.571429,2261.571429,2261.571429
632.225737,2243.285714,2243.285714,2243.285714,2243.285714
632.668678,2235.285714,2235.285714,2235.285714,2235.285714
633.111600,2237.285714,2237.285714,2237.285714,2237.285714
633.554504,2232.571429,2232.571429,2232.571429,2232.571429
633.997388,2230.428571,2230.428571,2230.428571,2230.428571
634.440254,2227.571429,2227.571429,2227.571429,2227.571429
634.883100,2230.428571,2230.428571,2230.428571,2230.428571
635.325928,2246.000000,2246.000000,2246.000000,2246.000000
635.768737,2249.714286,2249.714286,2249.714286,2249.714286
636.211527,2247.000000,2247.000000,2247.000000,2247.000000
636.654298,2251.857143,2251.857143,2251.857143,2251.857143
637.097050,2250.142857,2250.142857,2250.142857,2250.142857
637.539783,2246.571429,2246.571429,2246.571429,2246.571429
637.982497,2243.000000,2243.000000,2243.000000,2243.000000
638.425192,2248.285714,2248.285714,2248.285714,2248.285714
638.867869,2250.142857,2250.142857,2250.142857,2250.142857
639.310526,2255.000000,2255.000000,2255.000000,2255.000000
639.753164,2257.714286,2257.714286,2257.714286,2257.714286
640.195783,2263.571429,2263.571429,2263.571429,2263.571429
640.638383,2267.857143,2267.857143,2267.857143,2267.857143
641.080964,2267.428571,2267.428571,2267.428571,2267.428571
641.523527,2263.571429,2263.571429,2263.571429,2263.571429
641.966070,2263.142857,2263.142857,2263.142857,2263.142857
642.408594,2255.428571,2255.428571,2255.428571,2255.428571
642.851099,2257.000000,2257.000000,2257.000000,2257.000000
643.293585,2254.571429,2254.571429,2254.571429,2254.571429
643.736051,2250.714286,2250.714286,2250.714286,2250.714286
644.178499,2251.571429,2251.571429,2251.571429,2251.571429
644.620928,2248.285714,2248.285714,2248.285714,2248.285714
645.063337,2246.000000,2246.000000,2246.000000,2246.000000
645.505728,2245.142857,2245.142857,2245.142857,2245.142857
645.948099,2248.428571,2248.428571,2248.428571,2248.428571
646.390451,2243.428571,2243.428571,2243.428571,2243.428571
646.832784,2247.142857,2247.142857,2247.142857,2247.142857
647.275098,2251.142857,2251.142857,2251.142857,2251.142857
647.717393,2256.142857,2256.142857,2256.142857,2256.142857
648.159668,2260.571429,2260.571429,2260.571429,2260.571429
648.601925,2265.714286,2265.714286,2265.714286,2265.714286
649.044162,2255.285714,2255.285714,2255.285714,2255.285714
649.486380,2256.714286,2256.714286,2256.714286,2256.714286
649.928579,2259.857143,2259.857143,2259.857143,2259.857143
650.370758,2255.857143,2255.857143,2255.857143,2255.857143
650.812919,2253.571429,2253.571429,2253.571429,2253.571429
651.255060,2250.428571,2250.428571,2250.428571,2250.428571
651.697182,2248.571429,2248.571429,2248.571429,2248.571429
652.139284,2252.714286,2252.714286,2252.714286,2252.714286
652.581368,2254.142857,2254.142857,2254.142857,2254.142857
653.023432,2251.285714,2251.285714,2251.285714,2251.285714
653.465477,2249.714286,2249.714286,2249.714286,2249.714286
653.907502,2238.142857,2238.142857,2238.142857,2238.142857
654.349509,2229.571429,2229.571429,2229.571429,2229.571429
654.791496,2231.428571,2231.428571,2231.428571,2231.428571
655.233463,2229.714286,2229.714286,2229.714286,2229.714286
655.675412,2256.857143,2256.857143,2256.857143,2256.857143
656.117341,2258.142857,2258.142857,2258.142857,2258.142857
656.559251,2255.285714,2255.285714,2255.285714,2255.285714
657.001141,2269.142857,2269.142857,2269.142857,2269.142857
657.443012,2276.571429,2276.571429,2276.571429,2276.571429
657.884864,2281.000000,2281.000000,2281.000000,2281.000000
658.326696,2283.285714,2283.285714,2283.285714,2283.285714
658.768509,2253.000000,2253.000000,2253.000000,2253.000000
659.210302,2252.000000,2252.000000,2252.000000,2252.000000
659.652077,2263.714286,2263.714286,2263.714286,2263.714286
660.093831,2259.285714,2259.285714,2259.285714,2259.285714
660.535567,2266.428571,2266.428571,2266.428571,2266.428571
660.977283,2263.000000,2263.000000,2263.000000,2263.000000
661.418979,2264.285714,2264.285714,2264.285714,2264.285714
661.860656,2274.428571,2274.428571,2274.428571,2274.428571
662.302314,2274.428571,2274.428571,2274.428571,2274.428571
662.743952,2271.142857,2271.142857,2271.142857,2271.142857
663.185571,2278.571429,2278.571429,2278.571429,2278.571429
663.627170,2271.285714,2271.285714,2271.285714,2271.285714
664.068749,2268.428571,2268.428571,2268.428571,2268.428571
664.510310,2269.285714,2269.285714,2269.285714,2269.285714
664.951850,2265.142857,2265.142857,2265.142857,2265.142857
665.393372,2268.285714,2268.285714,2268.285714,2268.285714
665.834873,2268.000000,2268.000000,2268.000000,2268.000000
666.276355,2268.571429,2268.571429,2268.571429,2268.571429
666.717818,2277.000000,2277.000000,2277.000000,2277.000000
667.159261,2280.285714,2280.285714,2280.285714,2280.285714
667.600685,2286.428571,2286.428571,2286.428571,2286.428571
668.042089,2289.428571,2289.428571,2289.428571,2289.428571
668.483473,2290.571429,2290.571429,2290.571429,2290.571429
668.924838,2290.571429,2290.571429,2290.571429,2290.571429
669.366183,2288.000000,2288.000000,2288.000000,2288.000000
669.807509,2293.857143,2293.857143,2293.857143,2293.857143
670.248815,2299.714286,2299.714286,2299.714286,2299.714286
670.690101,2296.000000,2296.000000,2296.000000,2296.000000
671.131368,2293.428571,2293.428571,2293.428571,2293.428571
671.572615,2277.857143,2277.857143,2277.857143,2277.857143
672.013843,2277.285714,2277.285714,2277.285714,2277.285714
672.455051,2283.571429,2283.571429,2283.571429,2283.571429
672.896239,2276.571429,2276.571429,2276.571429,2276.571429
673.337407,2273.571429,2273.571429,2273.571429,2273.571429
673.778556,2264.000000,2264.000000,2264.000000,2264.000000
674.219685,2264.857143,2264.857143,2264.857143,2264.857143
674.660795,2279.428571,2279.428571,2279.428571,2279.428571
675.101885,2282.571429,2282.571429,2282.571429,2282.571429
675.542955,2275.714286,2275.714286,2275.714286,2275.714286
675.984005,2270.428571,2270.428571,2270.428571,2270.428571
676.425036,2269.714286,2269.714286,2269.714286,2269.714286
676.866047,2276.428571,2276.428571,2276.428571,2276.428571
677.307038,2273.428571,2273.428571,2273.428571,2273.428571
677.748009,2273.714286,2273.714286,2273.714286,2273.714286
678.188961,2265.285714,2265.285714,2265.285714,2265.285714
678.629893,2271.714286,2271.714286,2271.714286,2271.714286
679.070805,2271.571429,2271.571429,2271.571429,2271.571429
679.511697,2269.714286,2269.714286,2269.714286,2269.714286
679.952570,2266.714286,2266.714286,2266.714286,2266.714286
680.393422,2269.000000,2269.000000,2269.000000,2269.000000
680.834255,2256.571429,2256.571429,2256.571429,2256.571429
681.275068,2264.857143,2264.857143,2264.857143,2264.857143
681.715861,2262.857143,2262.857143,2262.857143,2262.857143
682.156635,2269.428571,2269.428571,2269.428571,2269.428571
682.597388,2273.714286,2273.714286,2273.714286,2273.714286
683.038122,2277.857143,2277.857143,2277.857143,2277.857143
683.478836,2283.142857,2283.142857,2283.142857,2283.142857
683.919529,2292.142857,2292.142857,2292.142857,2292.142857
684.360203,2294.000000,2294.000000,2294.000000,2294.000000
684.800858,2300.428571,2300.428571,2300.428571,2300.428571
685.241492,2296.714286,2296.714286,2296.714286,2296.714286
685.682106,2291.714286,2291.714286,2291.714286,2291.714286
686.122700,2292.142857,2292.142857,2292.142857,2292.142857
686.563275,2288.000000,2288.000000,2288.000000,2288.000000
687.003829,2294.285714,2294.285714,2294.285714,2294.285714
687.444364,2297.285714,2297.285714,2297.285714,2297.285714
687.884878,2295.857143,2295.857143,2295.857143,2295.857143
688.325373,2313.571429,2313.571429,2313.571429,2313.571429
688.765848,2332.000000,2332.000000,2332.000000,2332.000000
689.206302,2350.285714,2350.285714,2350.285714,2350.285714
689.646737,2367.142857,2367.142857,2367.142857,2367.142857
690.087152,2382.428571,2382.428571,2382.428571,2382.428571
690.527546,2392.428571,2392.428571,2392.428571,2392.428571
690.967921,2402.857143,2402.857143,2402.857143,2402.857143
691.408275,2404.285714,2404.285714,2404.285714,2404.285714
691.848610,2413.000000,2413.000000,2413.000000,2413.000000
692.288925,2428.428571,2428.428571,2428.428571,2428.428571
692.729219,2456.571429,2456.571429,2456.571429,2456.571429
693.169493,2497.857143,2497.857143,2497.857143,2497.857143
693.609748,2556.000000,2556.000000,2556.000000,2556.000000
694.049982,2616.857143,2616.857143,2616.857143,2616.857143
694.490196,2685.714286,2685.714286,2685.714286,2685.714286
694.930390,2741.000000,2741.000000,2741.000000,2741.000000
695.370564,2780.714286,2780.714286,2780.714286,2780.714286
695.810718,2802.428571,2802.428571,2802.428571,2802.428571
696.250852,2797.714286,2797.714286,2797.714286,2797.714286
696.690965,2765.857143,2765.857143,2765.857143,2765.857143
697.131059,2717.857143,2717.857143,2717.857143,2717.857143
697.571132,2659.714286,2659.714286,2659.714286,2659.714286
698.011185,2610.571429,2610.571429,2610.571429,2610.571429
698.451218,2561.714286,2561.714286,2561.714286,2561.714286
698.891231,2519.714286,2519.714286,2519.714286,2519.714286
699.331223,2489.142857,2489.142857,2489.142857,2489.142857
699.771196,2463.714286,2463.714286,2463.714286,2463.714286
700.211148,2456.000000,2456.000000,2456.000000,2456.000000
700.651080,2443.285714,2443.285714,2443.285714,2443.285714
701.090991,2428.857143,2428.857143,2428.857143,2428.857143
701.530883,2423.571429,2423.571429,2423.571429,2423.571429
701.970754,2419.428571,2419.428571,2419.428571,2419.428571
702.410605,2414.428571,2414.428571,2414.428571,2414.428571
702.850436,2419.000000,2419.000000,2419.000000,2419.000000
703.290247,2419.142857,2419.142857,2419.142857,2419.142857
703.730037,2431.285714,2431.285714,2431.285714,2431.285714
704.169807,2448.571429,2448.571429,2448.571429,2448.571429
704.609556,2453.142857,2453.142857,2453.142857,2453.142857
705.049286,2467.428571,2467.428571,2467.428571,2467.428571
705.488995,2478.571429,2478.571429,2478.571429,2478.571429
705.928683,2483.714286,2483.714286,2483.714286,2483.714286
706.368352,2483.857143,2483.857143,2483.857143,2483.857143
706.808000,2473.000000,2473.000000,2473.000000,2473.000000
707.247628,2454.714286,2454.714286,2454.714286,2454.714286
707.687235,2448.285714,2448.285714,2448.285714,2448.285714
708.126822,2415.428571,2415.428571,2415.428571,2415.428571
708.566388,2394.428571,2394.428571,2394.428571,2394.428571
709.005935,2376.428571,2376.428571,2376.428571,2376.428571
709.445461,2372.428571,2372.428571,2372.428571,2372.428571
709.884966,2360.428571,2360.428571,2360.428571,2360.428571
710.324451,2359.142857,2359.142857,2359.142857,2359.142857
710.763916,2353.571429,2353.571429,2353.571429,2353.571429
711.203360,2364.857143,2364.857143,2364.857143,2364.857143
711.642784,2366.285714,2366.285714,2366.285714,2366.285714
712.082187,2364.857143,2364.857143,2364.857143,2364.857143
712.521570,2351.000000,2351.000000,2351.000000,2351.000000
712.960932,2349.571429,2349.571429,2349.571429,2349.571429
713.400274,2329.571429,2329.571429,2329.571429,2329.571429
713.839596,2324.571429,2324.571429,2324.571429,2324.571429
714.278897,2315.571429,2315.571429,2315.571429,2315.571429
714.718177,2306.000000,2306.000000,2306.000000,2306.000000
715.157437,2303.000000,2303.000000,2303.000000,2303.000000
715.596676,2305.857143,2305.857143,2305.857143,2305.857143
716.035895,2300.857143,2300.857143,2300.857143,2300.857143
716.475094,2307.428571,2307.428571,2307.428571,2307.428571
716.914272,2302.857143,2302.857143,2302.857143,2302.857143
717.353429,2283.714286,2283.714286,2283.714286,2283.714286
717.792566,2278.857143,2278.857143,2278.857143,2278.857143
718.231682,2289.571429,2289.571429,2289.571429,2289.571429
718.670778,2285.142857,2285.142857,2285.142857,2285.142857
719.109853,2284.857143,2284.857143,2284.857143,2284.857143
719.548907,2284.428571,2284.428571,2284.428571,2284.428571
719.987941,2279.428571,2279.428571,2279.428571,2279.428571
720.426954,2289.571429,2289.571429,2289.571429,2289.571429
720.865947,2295.142857,2295.142857,2295.142857,2295.142857
721.304919,2281.285714,2281.285714,2281.285714,2281.285714
721.743870,2277.714286,2277.714286,2277.714286,2277.714286
722.182801,2281.428571,2281.428571,2281.428571,2281.428571
722.621711,2287.714286,2287.714286,2287.714286,2287.714286
723.060600,2296.571429,2296.571429,2296.571429,2296.571429
723.499469,2312.000000,2312.000000,2312.000000,2312.000000
723.938317,2321.571429,2321.571429,2321.571429,2321.571429
724.377145,2338.857143,2338.857143,2338.857143,2338.857143
724.815951,2360.285714,2360.285714,2360.285714,2360.285714
725.254737,2376.428571,2376.428571,2376.428571,2376.428571
725.693502,2391.571429,2391.571429,2391.571429,2391.571429
726.132247,2401.428571,2401.428571,2401.428571,2401.428571
726.570971,2406.571429,2406.571429,2406.571429,2406.571429
727.009674,2409.857143,2409.857143,2409.857143,2409.857143
727.448356,2400.142857,2400.142857,2400.142857,2400.142857
727.887018,2388.285714,2388.285714,2388.285714,2388.285714
728.325658,2371.571429,2371.571429,2371.571429,2371.571429
728.764278,2350.428571,2350.428571,2350.428571,2350.428571
729.202877,2327.000000,2327.000000,2327.000000,2327.000000
729.641456,2308.428571,2308.428571,2308.428571,2308.428571
730.080013,2294.571429,2294.571429,2294.571429,2294.571429
