wl,S001,S002
418.952250,53386.285714,53386.285714
419.403186,54240.285714,54240.285714
419.854108,55051.285714,55051.285714
420.305016,55877.857143,55877.857143
420.755909,56634.285714,56634.285714
421.206787,57337.714286,57337.714286
421.657650,57930.000000,57930.000000
422.108498,58362.000000,58362.000000
422.559332,58727.285714,58727.285714
423.010151,58915.571429,58915.571429
423.460956,58976.428571,58976.428571
423.911745,59187.142857,59187.142857
424.362520,59097.571429,59097.571429
424.813280,58997.142857,58997.142857
425.264026,58850.428571,58850.428571
425.714756,58531.428571,58531.428571
426.165472,58515.857143,58515.857143
426.616173,58304.714286,58304.714286
427.066859,57801.142857,57801.142857
427.517531,57178.000000,57178.000000
427.968187,56770.285714,56770.285714
428.418829,56354.000000,56354.000000
428.869456,56049.857143,56049.857143
429.320068,55423.000000,55423.000000
429.770665,55008.285714,55008.285714
430.221247,54811.285714,54811.285714
430.671815,54567.428571,54567.428571
431.122367,54378.428571,54378.428571
431.572905,54233.857143,54233.857143
432.023427,54398.000000,54398.000000
432.473935,54447.571429,54447.571429
432.924428,54396.428571,54396.428571
433.374906,54279.571429,54279.571429
433.825369,54367.857143,54367.857143
434.275817,54443.714286,54443.714286
434.726250,54189.571429,54189.571429
435.176668,54100.142857,54100.142857
435.627072,54327.857143,54327.857143
436.077460,54543.571429,54543.571429
436.527833,54694.571429,54694.571429
436.978191,55003.428571,55003.428571
437.428534,55380.714286,55380.714286
437.878862,55943.285714,55943.285714
438.329176,56105.428571,56105.428571
438.779474,56291.285714,56291.285714
439.229757,56676.142857,56676.142857
439.680025,56938.285714,56938.285714
440.130278,57329.428571,57329.428571
440.580515,57667.571429,57667.571429
441.030738,58180.714286,58180.714286
441.480946,58526.857143,58526.857143
441.931138,58824.285714,58824.285714
442.381316,59039.142857,59039.142857
442.831478,59370.571429,59370.571429
443.281626,59584.142857,59584.142857
443.731758,59601.142857,59601.142857
444.181875,59621.285714,59621.285714
444.631976,59951.428571,59951.428571
445.082063,60368.285714,60368.285714
445.532135,60503.571429,60503.571429
445.982191,60853.714286,60853.714286
446.432232,61079.571429,61079.571429
446.882258,61281.285714,61281.285714
447.332269,61462.000000,61462.000000
447.782264,61347.571429,61347.571429
448.232244,60876.857143,60876.857143
448.682209,60956.000000,60956.000000
449.132159,60731.714286,60731.714286
449.582094,60198.285714,60198.285714
450.032013,59929.857143,59929.857143
450.481917,59619.142857,59619.142857
450.931806,59450.714286,59450.714286
451.381679,59597.428571,59597.428571
451.831538,59442.428571,59442.428571
452.281381,59307.571429,59307.571429
452.731208,59395.714286,59395.714286
453.181020,59324.714286,59324.714286
453.630817,59296.285714,59296.285714
454.080599,59098.142857,59098.142857
454.530365,58969.857143,58969.857143
454.980116,58788.000000,58788.000000
455.429852,58838.857143,58838.857143
455.879572,58420.857143,58420.857143
456.329277,58287.571429,58287.571429
456.778966,58000.857143,58000.857143
457.228640,58169.428571,58169.428571
457.678299,58506.857143,58506.857143
458.127942,58765.571429,58765.571429
458.577570,58953.714286,58953.714286
459.027182,59352.428571,59352.428571
459.476779,59574.571429,59574.571429
459.926360,59551.857143,59551.857143
460.375926,59249.428571,59249.428571
460.825477,58655.571429,58655.571429
461.275012,57911.000000,57911.000000
461.724531,57245.857143,57245.857143
462.174035,56515.428571,56515.428571
462.623524,55668.000000,55668.000000
463.072997,55158.285714,55158.285714
463.522454,54727.857143,54727.857143
463.971896,54337.285714,54337.285714
464.421323,54144.571429,54144.571429
464.870734,53746.857143,53746.857143
465.320129,53644.428571,53644.428571
465.769509,53535.857143,53535.857143
466.218873,53334.714286,53334.714286
466.668222,53035.142857,53035.142857
467.117555,52564.857143,52564.857143
467.566872,52174.714286,52174.714286
468.016174,51704.142857,51704.142857
468.465460,51342.285714,51342.285714
468.914731,50968.714286,50968.714286
469.363986,50465.571429,50465.571429
469.813225,50391.285714,50391.285714
470.262449,50179.000000,50179.000000
470.711657,49839.000000,49839.000000
471.160849,49698.857143,49698.857143
471.610026,49469.000000,49469.000000
472.059186,49134.428571,49134.428571
472.508332,49409.571429,49409.571429
472.957461,48979.571429,48979.571429
473.406575,48722.714286,48722.714286
473.855673,48565.000000,48565.000000
474.304756,48529.428571,48529.428571
474.753822,48495.285714,48495.285714
475.202873,48824.857143,48824.857143
475.651908,48588.714286,48588.714286
476.100928,48882.142857,48882.142857
476.549931,49134.142857,49134.142857
476.998919,49441.285714,49441.285714
477.447891,49672.571429,49672.571429
477.896847,50046.428571,50046.428571
478.345787,50388.000000,50388.000000
478.794712,50968.285714,50968.285714
479.243621,51362.285714,51362.285714
479.692514,51952.142857,51952.142857
480.141391,52584.000000,52584.000000
480.590252,53535.142857,53535.142857
481.039097,54294.714286,54294.714286
481.487927,55145.714286,55145.714286
481.936740,56170.000000,56170.000000
482.385538,57226.142857,57226.142857
482.834320,58183.714286,58183.714286
483.283086,59260.285714,59260.285714
