Wavelength (nm),Reference 1,Scan_ID 1
829.3745171369171,1215.0,1176.0
830.7665102711999,1005.0,1010.0
832.1533006627307,1087.0,1076.0
833.5349226062499,745.0,821.0
834.9114109161326,595.0,452.0
836.2828009283078,943.0,861.0
837.6491285021784,625.0,600.0
839.0104300225419,490.0,619.0
840.366742401508,574.0,594.0
841.7181030804212,305.0,359.0
843.0645500317778,472.0,518.0
844.4061217611475,358.0,379.0
845.7428573090924,252.0,288.0
847.0747962530872,505.0,529.0
848.4019787094388,197.0,254.0
849.7244453352057,423.0,331.0
851.0422373301179,633.0,489.0
852.3553964384973,165.0,126.0
853.663964951177,365.0,279.0
854.9679857074207,196.0,112.0
856.2675020968429,314.0,159.0
857.5625580613289,365.0,266.0
858.8531980969543,289.0,111.0
860.1394672559039,170.0,196.0
861.4214111483939,356.0,234.0
862.6990759445885,141.0,184.0
863.9725083765215,448.0,385.0
865.2417557400174,315.0,226.0
866.5068658966076,87.0,123.0
867.7678872754525,347.0,296.0
869.0248688752623,105.0,85.0
870.2778602662137,183.0,174.0
871.5269115918724,324.0,306.0
872.7720735711117,207.0,213.0
874.0133975000316,334.0,426.0
875.2509352538805,316.0,405.0
876.4847392889731,221.0,252.0
877.7148626446107,459.0,499.0
878.9413589450018,343.0,395.0
880.1642824011811,503.0,466.0
881.3836878129291,499.0,378.0
882.599630570692,554.0,385.0
